class_2006,abbrev_2006,class_2010,abbrev_2010,class,abbrev,variableType,mappedPixelCount,mappedPixelCountSD,estimated_pixel_count,total_gCO2perM2,soil_gCO2perM2,biomass_gCO2perM2,methane_gCO2perM2,analysis_type
Bare Land,BAR,Estuarine Forested Wetland,EFW,Bare Land to Estuarine Forested Wetland,BAR_EFW,fixed,22,NA,28.510245685665677,39144.701322357985,991.5759588680248,38878.75181500803,-725.6264515180633,GWP
Bare Land,BAR,Estuarine Scrub/Shrub Wetland,ESS,Bare Land to Estuarine Scrub/Shrub Wetland,BAR_ESS,fixed,745,NA,831.7814335706098,3922.147133393955,991.5759588680248,3656.197626043993,-725.6264515180633,GWP
Bare Land,BAR,Estuarine Emergent Wetland,EEM,Bare Land to Estuarine Emergent Wetland,BAR_EEM,fixed,8574,NA,11395.264897801808,843.1048534536626,991.5759588680248,577.155346103701,-725.6264515180633,GWP
Water,OW,Estuarine Forested Wetland,EFW,Water to Estuarine Forested Wetland,OW_EFW,fixed,0,NA,0,39144.701322357985,991.5759588680248,38878.75181500803,-725.6264515180633,GWP
Water,OW,Estuarine Scrub/Shrub Wetland,ESS,Water to Estuarine Scrub/Shrub Wetland,OW_ESS,fixed,622,NA,694.4537606455292,3922.147133393955,991.5759588680248,3656.197626043993,-725.6264515180633,GWP
Water,OW,Estuarine Emergent Wetland,EEM,Water to Estuarine Emergent Wetland,OW_EEM,fixed,81553,NA,108387.92141479248,843.1048534536626,991.5759588680248,577.155346103701,-725.6264515180633,GWP
Palustrine Aquatic Bed,PAB,Estuarine Forested Wetland,EFW,Palustrine Aquatic Bed to Estuarine Forested Wetland,PAB_EFW,fixed,0,NA,0,39144.701322357985,991.5759588680248,38878.75181500803,-725.6264515180633,GWP
Palustrine Aquatic Bed,PAB,Estuarine Scrub/Shrub Wetland,ESS,Palustrine Aquatic Bed to Estuarine Scrub/Shrub Wetland,PAB_ESS,fixed,0,NA,0,3922.147133393955,991.5759588680248,3656.197626043993,-725.6264515180633,GWP
Palustrine Aquatic Bed,PAB,Estuarine Emergent Wetland,EEM,Palustrine Aquatic Bed to Estuarine Emergent Wetland,PAB_EEM,fixed,16,NA,21.264781708050958,843.1048534536626,991.5759588680248,577.155346103701,-725.6264515180633,GWP
Estuarine Aquatic Bed,EAB,Estuarine Forested Wetland,EFW,Estuarine Aquatic Bed to Estuarine Forested Wetland,EAB_EFW,fixed,0,NA,0,39144.701322357985,991.5759588680248,38878.75181500803,-725.6264515180633,GWP
Estuarine Aquatic Bed,EAB,Estuarine Scrub/Shrub Wetland,ESS,Estuarine Aquatic Bed to Estuarine Scrub/Shrub Wetland,EAB_ESS,fixed,431,NA,481.20509781064806,3922.147133393955,991.5759588680248,3656.197626043993,-725.6264515180633,GWP
Estuarine Aquatic Bed,EAB,Estuarine Emergent Wetland,EEM,Estuarine Aquatic Bed to Estuarine Emergent Wetland,EAB_EEM,fixed,5704,NA,7580.894678920167,843.1048534536626,991.5759588680248,577.155346103701,-725.6264515180633,GWP
Snow/Ice,SNOW,Estuarine Forested Wetland,EFW,Snow/Ice to Estuarine Forested Wetland,SNOW_EFW,fixed,0,NA,0,39144.701322357985,991.5759588680248,38878.75181500803,-725.6264515180633,GWP
Snow/Ice,SNOW,Estuarine Scrub/Shrub Wetland,ESS,Snow/Ice to Estuarine Scrub/Shrub Wetland,SNOW_ESS,fixed,0,NA,0,3922.147133393955,991.5759588680248,3656.197626043993,-725.6264515180633,GWP
Snow/Ice,SNOW,Estuarine Emergent Wetland,EEM,Snow/Ice to Estuarine Emergent Wetland,SNOW_EEM,fixed,0,NA,0,843.1048534536626,991.5759588680248,577.155346103701,-725.6264515180633,GWP
High Intensity Developed,HID,Palustrine Forested Wetland,PFW,High Intensity Developed to Palustrine Forested Wetland,HID_PFW,random,0,NA,0,38750.38172729793,991.5759588680248,38878.75181500803,-1119.9460465781247,GWP
High Intensity Developed,HID,Palustrine Scrub/Shrub Wetland,PSS,High Intensity Developed to Palustrine Scrub/Shrub Wetland,HID_PSS,random,2,NA,2.8119260300863713,3527.8275383338932,991.5759588680248,3656.197626043993,-1119.9460465781247,GWP
High Intensity Developed,HID,Palustrine Emergent Wetland,PEM,High Intensity Developed to Palustrine Emergent Wetland,HID_PEM,random,13,NA,20.288282290948946,448.7852583936012,991.5759588680248,577.155346103701,-1119.9460465781247,GWP
Medium Intensity Developed,MID,Palustrine Forested Wetland,PFW,Medium Intensity Developed to Palustrine Forested Wetland,MID_PFW,random,2,NA,2.7114616052649376,38750.38172729793,991.5759588680248,38878.75181500803,-1119.9460465781247,GWP
Medium Intensity Developed,MID,Palustrine Scrub/Shrub Wetland,PSS,Medium Intensity Developed to Palustrine Scrub/Shrub Wetland,MID_PSS,random,11,NA,15.465593165475042,3527.8275383338932,991.5759588680248,3656.197626043993,-1119.9460465781247,GWP
Medium Intensity Developed,MID,Palustrine Emergent Wetland,PEM,Medium Intensity Developed to Palustrine Emergent Wetland,MID_PEM,random,44,NA,68.66803236936568,448.7852583936012,991.5759588680248,577.155346103701,-1119.9460465781247,GWP
Low Intensity Developed,LID,Palustrine Forested Wetland,PFW,Low Intensity Developed to Palustrine Forested Wetland,LID_PFW,random,65,NA,88.12250217111047,38750.38172729793,991.5759588680248,38878.75181500803,-1119.9460465781247,GWP
Low Intensity Developed,LID,Palustrine Scrub/Shrub Wetland,PSS,Low Intensity Developed to Palustrine Scrub/Shrub Wetland,LID_PSS,random,54,NA,75.92200281233202,3527.8275383338932,991.5759588680248,3656.197626043993,-1119.9460465781247,GWP
Low Intensity Developed,LID,Palustrine Emergent Wetland,PEM,Low Intensity Developed to Palustrine Emergent Wetland,LID_PEM,random,160,NA,249.70193588860243,448.7852583936012,991.5759588680248,577.155346103701,-1119.9460465781247,GWP
Developed Open Space,OSD,Palustrine Forested Wetland,PFW,Developed Open Space to Palustrine Forested Wetland,OSD_PFW,random,71,NA,96.25688698690529,38750.38172729793,991.5759588680248,38878.75181500803,-1119.9460465781247,GWP
Developed Open Space,OSD,Palustrine Scrub/Shrub Wetland,PSS,Developed Open Space to Palustrine Scrub/Shrub Wetland,OSD_PSS,random,134,NA,188.3990440157869,3527.8275383338932,991.5759588680248,3656.197626043993,-1119.9460465781247,GWP
Developed Open Space,OSD,Palustrine Emergent Wetland,PEM,Developed Open Space to Palustrine Emergent Wetland,OSD_PEM,random,122,NA,190.39772611505936,448.7852583936012,991.5759588680248,577.155346103701,-1119.9460465781247,GWP
Cultivated,CULT,Palustrine Forested Wetland,PFW,Cultivated to Palustrine Forested Wetland,CULT_PFW,random,376,NA,509.7547817898083,38173.226381194225,991.5759588680248,38301.596468904325,-1119.9460465781247,GWP
Cultivated,CULT,Palustrine Scrub/Shrub Wetland,PSS,Cultivated to Palustrine Scrub/Shrub Wetland,CULT_PSS,random,1800,NA,2530.733427077734,2950.672192230192,991.5759588680248,3079.042279940292,-1119.9460465781247,GWP
Cultivated,CULT,Palustrine Emergent Wetland,PEM,Cultivated to Palustrine Emergent Wetland,CULT_PEM,random,2033,NA,3172.7752228845543,-128.37008771009982,991.5759588680248,0,-1119.9460465781247,GWP
Pasture/Hay,PAST,Palustrine Forested Wetland,PFW,Pasture/Hay to Palustrine Forested Wetland,PAST_PFW,random,30,NA,40.671924078974065,38173.226381194225,991.5759588680248,38301.596468904325,-1119.9460465781247,GWP
Pasture/Hay,PAST,Palustrine Scrub/Shrub Wetland,PSS,Pasture/Hay to Palustrine Scrub/Shrub Wetland,PAST_PSS,random,670,NA,941.9952200789344,2950.672192230192,991.5759588680248,3079.042279940292,-1119.9460465781247,GWP
Pasture/Hay,PAST,Palustrine Emergent Wetland,PEM,Pasture/Hay to Palustrine Emergent Wetland,PAST_PEM,random,658,NA,1026.8992113418774,-128.37008771009982,991.5759588680248,0,-1119.9460465781247,GWP
Grassland,GRS,Palustrine Forested Wetland,PFW,Grassland to Palustrine Forested Wetland,GRS_PFW,random,57,NA,77.27665575005072,38173.226381194225,991.5759588680248,38301.596468904325,-1119.9460465781247,GWP
Grassland,GRS,Palustrine Scrub/Shrub Wetland,PSS,Grassland to Palustrine Scrub/Shrub Wetland,GRS_PSS,random,207,NA,291.0343441139394,2950.672192230192,991.5759588680248,3079.042279940292,-1119.9460465781247,GWP
Grassland,GRS,Palustrine Emergent Wetland,PEM,Grassland to Palustrine Emergent Wetland,GRS_PEM,random,155,NA,241.89875039208357,-128.37008771009982,991.5759588680248,0,-1119.9460465781247,GWP
Deciduous Forest,DEC,Palustrine Forested Wetland,PFW,Deciduous Forest to Palustrine Forested Wetland,DEC_PFW,random,118,NA,159.97623471063133,-128.37008771009982,991.5759588680248,0,-1119.9460465781247,GWP
Deciduous Forest,DEC,Palustrine Scrub/Shrub Wetland,PSS,Deciduous Forest to Palustrine Scrub/Shrub Wetland,DEC_PSS,random,52,NA,73.11007678224566,-35350.92427667414,991.5759588680248,-35222.55418896404,-1119.9460465781247,GWP
Deciduous Forest,DEC,Palustrine Emergent Wetland,PEM,Deciduous Forest to Palustrine Emergent Wetland,DEC_PEM,random,72,NA,112.36587114987108,-38429.966556614425,991.5759588680248,-38301.596468904325,-1119.9460465781247,GWP
Evergreen Forest,EVR,Palustrine Forested Wetland,PFW,Evergreen Forest to Palustrine Forested Wetland,EVR_PFW,random,153,NA,207.42681280276773,-128.37008771009982,991.5759588680248,0,-1119.9460465781247,GWP
Evergreen Forest,EVR,Palustrine Scrub/Shrub Wetland,PSS,Evergreen Forest to Palustrine Scrub/Shrub Wetland,EVR_PSS,random,76,NA,106.85318914328212,-35350.92427667414,991.5759588680248,-35222.55418896404,-1119.9460465781247,GWP
Evergreen Forest,EVR,Palustrine Emergent Wetland,PEM,Evergreen Forest to Palustrine Emergent Wetland,EVR_PEM,random,97,NA,151.38179863246523,-38429.966556614425,991.5759588680248,-38301.596468904325,-1119.9460465781247,GWP
Mixed Forest,MIX,Palustrine Forested Wetland,PFW,Mixed Forest to Palustrine Forested Wetland,MIX_PFW,random,34,NA,46.09484728950394,-128.37008771009982,991.5759588680248,0,-1119.9460465781247,GWP
Mixed Forest,MIX,Palustrine Scrub/Shrub Wetland,PSS,Mixed Forest to Palustrine Scrub/Shrub Wetland,MIX_PSS,random,71,NA,99.82337406806617,-35350.92427667414,991.5759588680248,-35222.55418896404,-1119.9460465781247,GWP
Mixed Forest,MIX,Palustrine Emergent Wetland,PEM,Mixed Forest to Palustrine Emergent Wetland,MIX_PEM,random,57,NA,88.9563146603146,-38429.966556614425,991.5759588680248,-38301.596468904325,-1119.9460465781247,GWP
Scrub/Shrub,SS,Palustrine Forested Wetland,PFW,Scrub/Shrub to Palustrine Forested Wetland,SS_PFW,random,109,NA,147.7746574869391,35094.18410125394,991.5759588680248,35222.55418896404,-1119.9460465781247,GWP
Scrub/Shrub,SS,Palustrine Scrub/Shrub Wetland,PSS,Scrub/Shrub to Palustrine Scrub/Shrub Wetland,SS_PSS,random,25,NA,35.14907537607964,-128.37008771009982,991.5759588680248,0,-1119.9460465781247,GWP
Scrub/Shrub,SS,Palustrine Emergent Wetland,PEM,Scrub/Shrub to Palustrine Emergent Wetland,SS_PEM,random,63,NA,98.3201372561372,-3207.4123676503914,991.5759588680248,-3079.042279940292,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,High Intensity Developed,HID,Palustrine Forested Wetland to High Intensity Developed,PFW_HID,random,375,NA,607.3916675780133,-103270.15644044621,-63271.45857886005,-38878.75181500803,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Medium Intensity Developed,MID,Palustrine Forested Wetland to Medium Intensity Developed,PFW_MID,random,1209,NA,1535.0913124267656,-103270.15644044621,-63271.45857886005,-38878.75181500803,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Low Intensity Developed,LID,Palustrine Forested Wetland to Low Intensity Developed,PFW_LID,random,1817,NA,2185.140305370076,-103270.15644044621,-63271.45857886005,-38878.75181500803,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Developed Open Space,OSD,Palustrine Forested Wetland to Developed Open Space,PFW_OSD,random,1723,NA,3442.4187807602393,-103270.15644044621,-63271.45857886005,-38878.75181500803,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Cultivated,CULT,Palustrine Forested Wetland to Cultivated,PFW_CULT,random,186,NA,238.4093837445369,-102693.00109434251,-63271.45857886005,-38301.596468904325,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Pasture/Hay,PAST,Palustrine Forested Wetland to Pasture/Hay,PFW_PAST,random,22,NA,25.58824127456554,-102693.00109434251,-63271.45857886005,-38301.596468904325,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Grassland,GRS,Palustrine Forested Wetland to Grassland,PFW_GRS,random,1239,NA,1937.7995903650474,-38429.966556614425,991.5759588680248,-38301.596468904325,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Deciduous Forest,DEC,Palustrine Forested Wetland to Deciduous Forest,PFW_DEC,random,0,NA,0,-128.37008771009982,991.5759588680248,0,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Evergreen Forest,EVR,Palustrine Forested Wetland to Evergreen Forest,PFW_EVR,random,4,NA,5.592719076062873,-128.37008771009982,991.5759588680248,0,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Mixed Forest,MIX,Palustrine Forested Wetland to Mixed Forest,PFW_MIX,random,1,NA,1.4772552216360673,-128.37008771009982,991.5759588680248,0,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Scrub/Shrub,SS,Palustrine Forested Wetland to Scrub/Shrub,PFW_SS,random,224,NA,282.6894470254775,-35350.92427667414,991.5759588680248,-35222.55418896404,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Palustrine Forested Wetland,PFW,Palustrine Forested Wetland to Palustrine Forested Wetland,PFW_PFW,random,7643674,NA,7535846.650950193,-256.74017542019965,1983.1519177360497,0,-2239.8920931562493,GWP
Palustrine Forested Wetland,PFW,Palustrine Scrub/Shrub Wetland,PSS,Palustrine Forested Wetland to Palustrine Scrub/Shrub Wetland,PFW_PSS,random,72745,NA,102276.77952931654,-35479.29436438423,1983.1519177360497,-35222.55418896404,-2239.8920931562493,GWP
Palustrine Forested Wetland,PFW,Palustrine Emergent Wetland,PEM,Palustrine Forested Wetland to Palustrine Emergent Wetland,PFW_PEM,random,35040,NA,54684.723959603936,-38558.33664432452,1983.1519177360497,-38301.596468904325,-2239.8920931562493,GWP
Palustrine Forested Wetland,PFW,Unconsolidated Shore,UCS,Palustrine Forested Wetland to Unconsolidated Shore,PFW_UCS,random,131,NA,167.56144631433497,-103270.15644044621,-63271.45857886005,-38878.75181500803,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Bare Land,BAR,Palustrine Forested Wetland to Bare Land,PFW_BAR,random,5302,NA,10216.520465827858,-39007.12190271813,991.5759588680248,-38878.75181500803,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Water,OW,Palustrine Forested Wetland to Water,PFW_OW,random,4664,NA,6282.16096891617,-103270.15644044621,-63271.45857886005,-38878.75181500803,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Palustrine Aquatic Bed,PAB,Palustrine Forested Wetland to Palustrine Aquatic Bed,PFW_PAB,random,192,NA,396.1513162131242,-103270.15644044621,-63271.45857886005,-38878.75181500803,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Estuarine Aquatic Bed,EAB,Palustrine Forested Wetland to Estuarine Aquatic Bed,PFW_EAB,random,1369,NA,2161.2483689213204,-103270.15644044621,-63271.45857886005,-38878.75181500803,-1119.9460465781247,GWP
Palustrine Forested Wetland,PFW,Snow/Ice,SNOW,Palustrine Forested Wetland to Snow/Ice,PFW_SNOW,random,0,NA,0,-39007.12190271813,991.5759588680248,-38878.75181500803,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,High Intensity Developed,HID,Palustrine Scrub/Shrub Wetland to High Intensity Developed,PSS_HID,random,100,NA,161.97111135413687,-68047.60225148218,-63271.45857886005,-3656.197626043993,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Medium Intensity Developed,MID,Palustrine Scrub/Shrub Wetland to Medium Intensity Developed,PSS_MID,random,296,NA,375.83707897297154,-68047.60225148218,-63271.45857886005,-3656.197626043993,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Low Intensity Developed,LID,Palustrine Scrub/Shrub Wetland to Low Intensity Developed,PSS_LID,random,535,NA,643.3957420875017,-68047.60225148218,-63271.45857886005,-3656.197626043993,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Developed Open Space,OSD,Palustrine Scrub/Shrub Wetland to Developed Open Space,PSS_OSD,random,685,NA,1368.5762419157074,-68047.60225148218,-63271.45857886005,-3656.197626043993,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Cultivated,CULT,Palustrine Scrub/Shrub Wetland to Cultivated,PSS_CULT,random,33,NA,42.298439051450096,-67470.44690537847,-63271.45857886005,-3079.042279940292,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Pasture/Hay,PAST,Palustrine Scrub/Shrub Wetland to Pasture/Hay,PSS_PAST,random,8,NA,9.304815008932923,-67470.44690537847,-63271.45857886005,-3079.042279940292,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Grassland,GRS,Palustrine Scrub/Shrub Wetland to Grassland,PSS_GRS,random,252,NA,394.1287302437385,-3207.4123676503914,991.5759588680248,-3079.042279940292,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Deciduous Forest,DEC,Palustrine Scrub/Shrub Wetland to Deciduous Forest,PSS_DEC,random,0,NA,0,35094.18410125394,991.5759588680248,35222.55418896404,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Evergreen Forest,EVR,Palustrine Scrub/Shrub Wetland to Evergreen Forest,PSS_EVR,random,2,NA,2.7963595380314366,35094.18410125394,991.5759588680248,35222.55418896404,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Mixed Forest,MIX,Palustrine Scrub/Shrub Wetland to Mixed Forest,PSS_MIX,random,0,NA,0,35094.18410125394,991.5759588680248,35222.55418896404,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Scrub/Shrub,SS,Palustrine Scrub/Shrub Wetland to Scrub/Shrub,PSS_SS,random,0,NA,0,-128.37008771009982,991.5759588680248,0,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Palustrine Forested Wetland,PFW,Palustrine Scrub/Shrub Wetland to Palustrine Forested Wetland,PSS_PFW,random,8884,NA,12044.312450586855,34965.814013543844,1983.1519177360497,35222.55418896404,-2239.8920931562493,GWP
Palustrine Scrub/Shrub Wetland,PSS,Palustrine Scrub/Shrub Wetland,PSS,Palustrine Scrub/Shrub Wetland to Palustrine Scrub/Shrub Wetland,PSS_PSS,random,1114352,NA,1098632.12208941,-256.74017542019965,1983.1519177360497,0,-2239.8920931562493,GWP
Palustrine Scrub/Shrub Wetland,PSS,Palustrine Emergent Wetland,PEM,Palustrine Scrub/Shrub Wetland to Palustrine Emergent Wetland,PSS_PEM,random,17131,NA,26735.2741481728,-3335.7824553604914,1983.1519177360497,-3079.042279940292,-2239.8920931562493,GWP
Palustrine Scrub/Shrub Wetland,PSS,Unconsolidated Shore,UCS,Palustrine Scrub/Shrub Wetland to Unconsolidated Shore,PSS_UCS,random,318,NA,406.75221319052304,-68047.60225148218,-63271.45857886005,-3656.197626043993,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Bare Land,BAR,Palustrine Scrub/Shrub Wetland to Bare Land,PSS_BAR,random,1124,NA,2165.8560927179387,-3784.5677137540924,991.5759588680248,-3656.197626043993,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Water,OW,Palustrine Scrub/Shrub Wetland to Water,PSS_OW,random,4533,NA,6105.71090739644,-68047.60225148218,-63271.45857886005,-3656.197626043993,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Palustrine Aquatic Bed,PAB,Palustrine Scrub/Shrub Wetland to Palustrine Aquatic Bed,PSS_PAB,random,52,NA,107.29098147438779,-68047.60225148218,-63271.45857886005,-3656.197626043993,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Estuarine Aquatic Bed,EAB,Palustrine Scrub/Shrub Wetland to Estuarine Aquatic Bed,PSS_EAB,random,242,NA,382.04682635424365,-68047.60225148218,-63271.45857886005,-3656.197626043993,-1119.9460465781247,GWP
Palustrine Scrub/Shrub Wetland,PSS,Snow/Ice,SNOW,Palustrine Scrub/Shrub Wetland to Snow/Ice,PSS_SNOW,random,0,NA,0,-3784.5677137540924,991.5759588680248,-3656.197626043993,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,High Intensity Developed,HID,Palustrine Emergent Wetland to High Intensity Developed,PEM_HID,random,462,NA,748.3065344561123,-64968.55997154188,-63271.45857886005,-577.155346103701,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Medium Intensity Developed,MID,Palustrine Emergent Wetland to Medium Intensity Developed,PEM_MID,random,1050,NA,1333.2058544649328,-64968.55997154188,-63271.45857886005,-577.155346103701,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Low Intensity Developed,LID,Palustrine Emergent Wetland to Low Intensity Developed,PEM_LID,random,1673,NA,2011.9646289951222,-64968.55997154188,-63271.45857886005,-577.155346103701,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Developed Open Space,OSD,Palustrine Emergent Wetland to Developed Open Space,PEM_OSD,random,1932,NA,3859.9843786586084,-64968.55997154188,-63271.45857886005,-577.155346103701,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Cultivated,CULT,Palustrine Emergent Wetland to Cultivated,PEM_CULT,random,250,NA,320.4427200867432,-64391.404625438176,-63271.45857886005,0,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Pasture/Hay,PAST,Palustrine Emergent Wetland to Pasture/Hay,PEM_PAST,random,23,NA,26.751343150682157,-64391.404625438176,-63271.45857886005,0,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Grassland,GRS,Palustrine Emergent Wetland to Grassland,PEM_GRS,random,77,NA,120.42822313003121,-128.37008771009982,991.5759588680248,0,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Deciduous Forest,DEC,Palustrine Emergent Wetland to Deciduous Forest,PEM_DEC,random,2,NA,2.676620869294298,38173.226381194225,991.5759588680248,38301.596468904325,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Evergreen Forest,EVR,Palustrine Emergent Wetland to Evergreen Forest,PEM_EVR,random,6,NA,8.389078614094311,38173.226381194225,991.5759588680248,38301.596468904325,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Mixed Forest,MIX,Palustrine Emergent Wetland to Mixed Forest,PEM_MIX,random,0,NA,0,38173.226381194225,991.5759588680248,38301.596468904325,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Scrub/Shrub,SS,Palustrine Emergent Wetland to Scrub/Shrub,PEM_SS,random,4,NA,5.04802583974067,2950.672192230192,991.5759588680248,3079.042279940292,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Palustrine Forested Wetland,PFW,Palustrine Emergent Wetland to Palustrine Forested Wetland,PEM_PFW,random,2095,NA,2840.2560315150226,38044.85629348413,1983.1519177360497,38301.596468904325,-2239.8920931562493,GWP
Palustrine Emergent Wetland,PEM,Palustrine Scrub/Shrub Wetland,PSS,Palustrine Emergent Wetland to Palustrine Scrub/Shrub Wetland,PEM_PSS,random,25972,NA,36515.67142670162,2822.3021045200917,1983.1519177360497,3079.042279940292,-2239.8920931562493,GWP
Palustrine Emergent Wetland,PEM,Palustrine Emergent Wetland,PEM,Palustrine Emergent Wetland to Palustrine Emergent Wetland,PEM_PEM,random,5320959,NA,5245897.595841122,-256.74017542019965,1983.1519177360497,0,-2239.8920931562493,GWP
Palustrine Emergent Wetland,PEM,Unconsolidated Shore,UCS,Palustrine Emergent Wetland to Unconsolidated Shore,PEM_UCS,random,3598,NA,4602.183846099062,-64968.55997154188,-63271.45857886005,-577.155346103701,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Bare Land,BAR,Palustrine Emergent Wetland to Bare Land,PEM_BAR,random,5488,NA,10574.927256971574,-705.5254338138009,991.5759588680248,-577.155346103701,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Water,OW,Palustrine Emergent Wetland to Water,PEM_OW,random,102452,NA,137997.41757877346,-64968.55997154188,-63271.45857886005,-577.155346103701,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Palustrine Aquatic Bed,PAB,Palustrine Emergent Wetland to Palustrine Aquatic Bed,PEM_PAB,random,4614,NA,9520.01131774664,-64968.55997154188,-63271.45857886005,-577.155346103701,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Estuarine Aquatic Bed,EAB,Palustrine Emergent Wetland to Estuarine Aquatic Bed,PEM_EAB,random,318,NA,502.02847430020444,-64968.55997154188,-63271.45857886005,-577.155346103701,-1119.9460465781247,GWP
Palustrine Emergent Wetland,PEM,Snow/Ice,SNOW,Palustrine Emergent Wetland to Snow/Ice,PEM_SNOW,random,0,NA,0,-705.5254338138009,991.5759588680248,-577.155346103701,-1119.9460465781247,GWP
Unconsolidated Shore,UCS,Palustrine Forested Wetland,PFW,Unconsolidated Shore to Palustrine Forested Wetland,UCS_PFW,random,442,NA,599.2330147635512,38750.38172729793,991.5759588680248,38878.75181500803,-1119.9460465781247,GWP
Unconsolidated Shore,UCS,Palustrine Scrub/Shrub Wetland,PSS,Unconsolidated Shore to Palustrine Scrub/Shrub Wetland,UCS_PSS,random,499,NA,701.5755445065497,3527.8275383338932,991.5759588680248,3656.197626043993,-1119.9460465781247,GWP
Unconsolidated Shore,UCS,Palustrine Emergent Wetland,PEM,Unconsolidated Shore to Palustrine Emergent Wetland,UCS_PEM,random,15598,NA,24342.81747494013,448.7852583936012,991.5759588680248,577.155346103701,-1119.9460465781247,GWP
Bare Land,BAR,Palustrine Forested Wetland,PFW,Bare Land to Palustrine Forested Wetland,BAR_PFW,random,87,NA,117.94857982902478,38750.38172729793,991.5759588680248,38878.75181500803,-1119.9460465781247,GWP
Bare Land,BAR,Palustrine Scrub/Shrub Wetland,PSS,Bare Land to Palustrine Scrub/Shrub Wetland,BAR_PSS,random,541,NA,760.6259911383634,3527.8275383338932,991.5759588680248,3656.197626043993,-1119.9460465781247,GWP
Bare Land,BAR,Palustrine Emergent Wetland,PEM,Bare Land to Palustrine Emergent Wetland,BAR_PEM,random,1402,NA,2188.0132132238787,448.7852583936012,991.5759588680248,577.155346103701,-1119.9460465781247,GWP
Water,OW,Palustrine Forested Wetland,PFW,Water to Palustrine Forested Wetland,OW_PFW,random,883,NA,1197.11029872447,38750.38172729793,991.5759588680248,38878.75181500803,-1119.9460465781247,GWP
Water,OW,Palustrine Scrub/Shrub Wetland,PSS,Water to Palustrine Scrub/Shrub Wetland,OW_PSS,random,6879,NA,9671.619580482075,3527.8275383338932,991.5759588680248,3656.197626043993,-1119.9460465781247,GWP
Water,OW,Palustrine Emergent Wetland,PEM,Water to Palustrine Emergent Wetland,OW_PEM,random,87426,NA,136440.25904373097,448.7852583936012,991.5759588680248,577.155346103701,-1119.9460465781247,GWP
Palustrine Aquatic Bed,PAB,Palustrine Forested Wetland,PFW,Palustrine Aquatic Bed to Palustrine Forested Wetland,PAB_PFW,random,927,NA,1256.7624540402985,38750.38172729793,991.5759588680248,38878.75181500803,-1119.9460465781247,GWP
